Time,Value
2024-12-11 13:48:00,24.11937713623047 °C
2024-12-11 13:49:00,24.195480346679688 °C
2024-12-11 13:50:00,24.126052856445312 °C
2024-12-11 13:51:00,24.047088623046875 °C
2024-12-11 13:52:00,24.003219604492188 °C
2024-12-11 13:53:00,24.01409149169922 °C
2024-12-11 13:54:00,24.010086059570312 °C
2024-12-11 13:55:00,24.04651641845703 °C
2024-12-11 13:56:00,24.010086059570312 °C
2024-12-11 13:57:00,24.00035858154297 °C
2024-12-11 13:58:00,24.02362823486328 °C
2024-12-11 13:59:00,24.060821533203125 °C
2024-12-11 14:00:00,24.050331115722656 °C
2024-12-11 14:01:00,24.06158447265625 °C
2024-12-11 14:02:00,24.196624755859375 °C
2024-12-11 14:03:00,24.262237548828125 °C
2024-12-11 14:04:00,24.244117736816406 °C
2024-12-11 14:05:00,24.129676818847656 °C
2024-12-11 14:06:00,24.02820587158203 °C
2024-12-11 14:07:00,24.027442932128906 °C
2024-12-11 14:08:00,23.96373748779297 °C
2024-12-11 14:09:00,23.941421508789062 °C
2024-12-11 14:10:00,23.966217041015625 °C
2024-12-11 14:11:00,23.97613525390625 °C
2024-12-11 14:12:00,23.97613525390625 °C
2024-12-11 14:13:00,23.96240234375 °C
2024-12-11 14:14:00,23.913002014160156 °C
2024-12-11 14:15:00,23.92139434814453 °C
2024-12-11 14:16:00,23.941993713378906 °C
2024-12-11 14:17:00,23.909378051757812 °C
2024-12-11 14:18:00,23.92902374267578 °C
2024-12-11 14:19:00,23.97747039794922 °C
2024-12-11 14:20:00,23.9898681640625 °C
2024-12-11 14:21:00,23.95610809326172 °C
2024-12-11 14:22:00,23.945045471191406 °C
2024-12-11 14:23:00,23.93512725830078 °C
2024-12-11 14:24:00,23.983383178710938 °C
2024-12-11 14:25:00,24.016952514648438 °C
2024-12-11 14:26:00,24.02515411376953 °C
2024-12-11 14:27:00,24.063491821289062 °C
2024-12-11 14:28:00,24.090576171875 °C
2024-12-11 14:29:00,24.045562744140625 °C
2024-12-11 14:30:00,24.062538146972656 °C
2024-12-11 14:31:00,24.091720581054688 °C
2024-12-11 14:32:00,24.123382568359375 °C
2024-12-11 14:33:00,24.120140075683594 °C
2024-12-11 14:34:00,24.079132080078125 °C
2024-12-11 14:35:00,24.094009399414062 °C
2024-12-11 14:36:00,24.11651611328125 °C
2024-12-11 14:37:00,24.132156372070312 °C
2024-12-11 14:38:00,24.122047424316406 °C
2024-12-11 14:39:00,24.118804931640625 °C
2024-12-11 14:40:00,24.10106658935547 °C
2024-12-11 14:41:00,24.131202697753906 °C
2024-12-11 14:42:00,24.135208129882812 °C
2024-12-11 14:43:00,24.156761169433594 °C
2024-12-11 14:44:00,24.12433624267578 °C
2024-12-11 14:45:00,24.114608764648438 °C
2024-12-11 14:46:00,24.133872985839844 °C
2024-12-11 14:47:00,24.15618896484375 °C
2024-12-11 14:48:00,24.17144775390625 °C
2024-12-11 14:49:00,24.147987365722656 °C
2024-12-11 14:50:00,24.20330047607422 °C
2024-12-11 14:51:00,24.308204650878906 °C
2024-12-11 14:52:00,24.50103759765625 °C
2024-12-11 14:53:00,24.52526092529297 °C
2024-12-11 14:54:00,24.486732482910156 °C
2024-12-11 14:55:00,24.39117431640625 °C
2024-12-11 14:56:00,24.293899536132812 °C
2024-12-11 14:57:00,24.227142333984375 °C
2024-12-11 14:58:00,24.23114776611328 °C
2024-12-11 14:59:00,24.155426025390625 °C
2024-12-11 15:00:00,24.17125701904297 °C
2024-12-11 15:01:00,24.155426025390625 °C
2024-12-11 15:02:00,24.14112091064453 °C
2024-12-11 15:03:00,24.12433624267578 °C
2024-12-11 15:04:00,24.132919311523438 °C
2024-12-11 15:05:00,24.127960205078125 °C
2024-12-11 15:06:00,24.154090881347656 °C
2024-12-11 15:07:00,24.152755737304688 °C
2024-12-11 15:08:00,24.195480346679688 °C
2024-12-11 15:09:00,24.188232421875 °C
2024-12-11 15:10:00,24.202919006347656 °C
2024-12-11 15:11:00,24.20940399169922 °C
2024-12-11 15:12:00,24.202919006347656 °C
2024-12-11 15:13:00,24.261474609375 °C
2024-12-11 15:14:00,24.30572509765625 °C
2024-12-11 15:15:00,24.346542358398438 °C
2024-12-11 15:16:00,24.28760528564453 °C
2024-12-11 15:17:00,24.257278442382812 °C
2024-12-11 15:18:00,24.277877807617188 °C
2024-12-11 15:19:00,24.271011352539062 °C
2024-12-11 15:20:00,24.273681640625 °C
2024-12-11 15:21:00,24.314117431640625 °C
2024-12-11 15:22:00,24.30267333984375 °C
2024-12-11 15:23:00,24.279212951660156 °C
2024-12-11 15:24:00,24.308204650878906 °C
2024-12-11 15:25:00,24.322128295898438 °C
2024-12-11 15:26:00,24.285316467285156 °C
2024-12-11 15:27:00,24.327659606933594 °C
2024-12-11 15:28:00,24.42188262939453 °C
2024-12-11 15:29:00,24.60193634033203 °C
2024-12-11 15:30:00,24.57103729248047 °C
2024-12-11 15:31:00,24.507904052734375 °C
2024-12-11 15:32:00,24.395751953125 °C
2024-12-11 15:33:00,24.342727661132812 °C
2024-12-11 15:34:00,24.24907684326172 °C
2024-12-11 15:35:00,24.291229248046875 °C
2024-12-11 15:36:00,24.330520629882812 °C
2024-12-11 15:37:00,24.341392517089844 °C
2024-12-11 15:38:00,24.32994842529297 °C
2024-12-11 15:39:00,24.356651306152344 °C
2024-12-11 15:40:00,24.42607879638672 °C
2024-12-11 15:41:00,24.43256378173828 °C
2024-12-11 15:42:00,24.42646026611328 °C
2024-12-11 15:43:00,24.436569213867188 °C
2024-12-11 15:44:00,24.44934844970703 °C
2024-12-11 15:45:00,24.44934844970703 °C
2024-12-11 15:46:00,24.506568908691406 °C
2024-12-11 15:47:00,24.53174591064453 °C
2024-12-11 15:48:00,24.500656127929688 °C
2024-12-11 15:49:00,24.515151977539062 °C
2024-12-11 15:50:00,24.527549743652344 °C
2024-12-11 15:51:00,24.477767944335938 °C
2024-12-11 15:52:00,24.437522888183594 °C
2024-12-11 15:53:00,24.456787109375 °C
2024-12-11 15:54:00,24.448776245117188 °C
2024-12-11 15:55:00,24.457168579101562 °C
2024-12-11 15:56:00,24.49512481689453 °C
2024-12-11 15:57:00,24.44286346435547 °C
2024-12-11 15:58:00,24.480819702148438 °C
2024-12-11 15:59:00,24.52831268310547 °C
2024-12-11 16:00:00,24.521636962890625 °C
2024-12-11 16:01:00,24.586868286132812 °C
2024-12-11 16:02:00,24.554061889648438 °C
2024-12-11 16:03:00,24.47185516357422 °C
2024-12-11 16:04:00,24.5269775390625 °C
2024-12-11 16:05:00,24.483680725097656 °C
2024-12-11 16:06:00,24.42340850830078 °C
2024-12-11 16:07:00,24.47643280029297 °C
2024-12-11 16:08:00,24.52831268310547 °C
2024-12-11 16:09:00,24.443817138671875 °C
2024-12-11 16:10:00,24.40185546875 °C
2024-12-11 16:11:00,24.458885192871094 °C
2024-12-11 16:12:00,24.390029907226562 °C
2024-12-11 16:13:00,24.381637573242188 °C
2024-12-11 16:14:00,24.41082000732422 °C
2024-12-11 16:15:00,24.39403533935547 °C
2024-12-11 16:16:00,24.383163452148438 °C
2024-12-11 16:17:00,24.42474365234375 °C
2024-12-11 16:18:00,24.39861297607422 °C
2024-12-11 16:19:00,24.37152862548828 °C
2024-12-11 16:20:00,24.369239807128906 °C
2024-12-11 16:21:00,24.361228942871094 °C
2024-12-11 16:22:00,24.416351318359375 °C
2024-12-11 16:23:00,24.39594268798828 °C
2024-12-11 16:24:00,24.45392608642578 °C
2024-12-11 16:25:00,24.49359893798828 °C
2024-12-11 16:26:00,24.659156799316406 °C
2024-12-11 16:27:00,24.72820281982422 °C
2024-12-11 16:28:00,24.621200561523438 °C
2024-12-11 16:29:00,24.657821655273438 °C
2024-12-11 16:30:00,24.62444305419922 °C
2024-12-11 16:31:00,24.628067016601562 °C
2024-12-11 16:32:00,24.534034729003906 °C
2024-12-11 16:33:00,24.522972106933594 °C
2024-12-11 16:34:00,24.612045288085938 °C
2024-12-11 16:35:00,24.602890014648438 °C
2024-12-11 16:36:00,24.57103729248047 °C
2024-12-11 16:37:00,24.631309509277344 °C
2024-12-11 16:38:00,24.65496063232422 °C
2024-12-11 16:39:00,24.646377563476562 °C
2024-12-11 16:40:00,24.59564208984375 °C
2024-12-11 16:41:00,24.585533142089844 °C
2024-12-11 16:42:00,24.621200561523438 °C
2024-12-11 16:43:00,24.712753295898438 °C
2024-12-11 16:44:00,24.686050415039062 °C
2024-12-11 16:45:00,24.67327117919922 °C
2024-12-11 16:46:00,24.664306640625 °C
2024-12-11 16:47:00,24.699020385742188 °C
2024-12-11 16:48:00,24.6826171875 °C
2024-12-11 16:49:00,24.616622924804688 °C
2024-12-11 16:50:00,24.581146240234375 °C
2024-12-11 16:51:00,24.56951141357422 °C
2024-12-11 16:52:00,24.570846557617188 °C
2024-12-11 16:53:00,24.593353271484375 °C
2024-12-11 16:54:00,24.577903747558594 °C
2024-12-11 16:55:00,24.583816528320312 °C
2024-12-11 16:56:00,24.59888458251953 °C
2024-12-11 16:57:00,24.593734741210938 °C
2024-12-11 16:58:00,24.606704711914062 °C
2024-12-11 16:59:00,24.590110778808594 °C
2024-12-11 17:00:00,24.54814910888672 °C
2024-12-11 17:01:00,24.549102783203125 °C
2024-12-11 17:02:00,24.555397033691406 °C
2024-12-11 17:03:00,24.58343505859375 °C
2024-12-11 17:04:00,24.58324432373047 °C
2024-12-11 17:05:00,24.634552001953125 °C
2024-12-11 17:06:00,24.60803985595703 °C
2024-12-11 17:07:00,24.607467651367188 °C
2024-12-11 17:08:00,24.607467651367188 °C
2024-12-11 17:09:00,24.55577850341797 °C
2024-12-11 17:10:00,24.554061889648438 °C
2024-12-11 17:11:00,24.55463409423828 °C
2024-12-11 17:12:00,24.635887145996094 °C
2024-12-11 17:13:00,24.694442749023438 °C
2024-12-11 17:14:00,24.694061279296875 °C
2024-12-11 17:15:00,24.695777893066406 °C
2024-12-11 17:16:00,24.70855712890625 °C
2024-12-11 17:17:00,24.695205688476562 °C
2024-12-11 17:18:00,24.79400634765625 °C
2024-12-11 17:19:00,24.77855682373047 °C
2024-12-11 17:20:00,24.71141815185547 °C
2024-12-11 17:21:00,24.748802185058594 °C
2024-12-11 17:22:00,24.79228973388672 °C
2024-12-11 17:23:00,24.695777893066406 °C
2024-12-11 17:24:00,24.67975616455078 °C
2024-12-11 17:25:00,24.704360961914062 °C
2024-12-11 17:26:00,24.76482391357422 °C
2024-12-11 17:27:00,24.834632873535156 °C
2024-12-11 17:28:00,24.78771209716797 °C
2024-12-11 17:29:00,24.788475036621094 °C
2024-12-11 17:30:00,24.814224243164062 °C
2024-12-11 17:31:00,24.86095428466797 °C
2024-12-11 17:32:00,24.826622009277344 °C
2024-12-11 17:33:00,24.927902221679688 °C
2024-12-11 17:34:00,24.956321716308594 °C
2024-12-11 17:35:00,24.753379821777344 °C
2024-12-11 17:36:00,24.606704711914062 °C
2024-12-11 17:37:00,24.58934783935547 °C
2024-12-11 17:38:00,24.582862854003906 °C
2024-12-11 17:39:00,24.600601196289062 °C
2024-12-11 17:40:00,24.599647521972656 °C
2024-12-11 17:41:00,24.567413330078125 °C
2024-12-11 17:42:00,24.5635986328125 °C
2024-12-11 17:43:00,24.53155517578125 °C
2024-12-11 17:44:00,24.483299255371094 °C
2024-12-11 17:45:00,24.51343536376953 °C
2024-12-11 17:46:00,24.5452880859375 °C
2024-12-11 17:47:00,24.620819091796875 °C
2024-12-11 17:48:00,24.60346221923828 °C
2024-12-11 17:49:00,24.51610565185547 °C
2024-12-11 17:50:00,24.51343536376953 °C
2024-12-11 17:51:00,24.555397033691406 °C
2024-12-11 17:52:00,24.513816833496094 °C
2024-12-11 17:53:00,24.52850341796875 °C
2024-12-11 17:54:00,24.564552307128906 °C
2024-12-11 17:55:00,24.541664123535156 °C
2024-12-11 17:56:00,24.544525146484375 °C
2024-12-11 17:57:00,24.54395294189453 °C
2024-12-11 17:58:00,24.584579467773438 °C
2024-12-11 17:59:00,24.61986541748047 °C
2024-12-11 18:00:00,24.558639526367188 °C
2024-12-11 18:01:00,24.582862854003906 °C
2024-12-11 18:02:00,24.576950073242188 °C
2024-12-11 18:03:00,24.56817626953125 °C
2024-12-11 18:04:00,24.590110778808594 °C
2024-12-11 18:05:00,24.57103729248047 °C
2024-12-11 18:06:00,24.612045288085938 °C
2024-12-11 18:07:00,24.58972930908203 °C
2024-12-11 18:08:00,24.58515167236328 °C
2024-12-11 18:09:00,24.587059020996094 °C
2024-12-11 18:10:00,24.580001831054688 °C
2024-12-11 18:11:00,24.572372436523438 °C
2024-12-11 18:12:00,24.587440490722656 °C
2024-12-11 18:13:00,24.623870849609375 °C
2024-12-11 18:14:00,24.654197692871094 °C
2024-12-11 18:15:00,24.666404724121094 °C
2024-12-11 18:16:00,24.719619750976562 °C
2024-12-11 18:17:00,24.75566864013672 °C
2024-12-11 18:18:00,24.735641479492188 °C
2024-12-11 18:19:00,24.67517852783203 °C
2024-12-11 18:20:00,24.644088745117188 °C
2024-12-11 18:21:00,24.612998962402344 °C
2024-12-11 18:22:00,24.58343505859375 °C
2024-12-11 18:23:00,24.556350708007812 °C
2024-12-11 18:24:00,24.559593200683594 °C
2024-12-11 18:25:00,24.556350708007812 °C
2024-12-11 18:26:00,24.55005645751953 °C
2024-12-11 18:27:00,24.446678161621094 °C
2024-12-11 18:28:00,24.472618103027344 °C
2024-12-11 18:29:00,24.526214599609375 °C
2024-12-11 18:30:00,24.5361328125 °C
2024-12-11 18:31:00,24.654579162597656 °C
2024-12-11 18:32:00,24.645614624023438 °C
2024-12-11 18:33:00,24.65038299560547 °C
2024-12-11 18:34:00,24.619102478027344 °C
2024-12-11 18:35:00,24.630355834960938 °C
2024-12-11 18:36:00,24.629974365234375 °C
2024-12-11 18:37:00,24.601173400878906 °C
2024-12-11 18:38:00,24.562644958496094 °C
2024-12-11 18:39:00,24.49779510498047 °C
2024-12-11 18:40:00,24.49779510498047 °C
2024-12-11 18:41:00,24.4659423828125 °C
2024-12-11 18:42:00,24.496078491210938 °C
2024-12-11 18:43:00,24.56188201904297 °C
2024-12-11 18:44:00,24.587059020996094 °C
2024-12-11 18:45:00,24.589157104492188 °C
2024-12-11 18:46:00,24.559593200683594 °C
2024-12-11 18:47:00,24.56817626953125 °C
2024-12-11 18:48:00,24.520301818847656 °C
2024-12-11 18:49:00,24.59430694580078 °C
2024-12-11 18:50:00,24.88861083984375 °C
2024-12-11 18:51:00,24.8077392578125 °C
2024-12-11 18:52:00,24.72515106201172 °C
2024-12-11 18:53:00,24.69635009765625 °C
2024-12-11 18:54:00,24.697494506835938 °C
2024-12-11 18:55:00,24.72686767578125 °C
2024-12-11 18:56:00,24.678421020507812 °C
2024-12-11 18:57:00,24.65972900390625 °C
2024-12-11 18:58:00,24.65953826904297 °C
2024-12-11 18:59:00,24.631881713867188 °C
2024-12-11 19:00:00,24.611663818359375 °C
2024-12-11 19:01:00,24.599647521972656 °C
2024-12-11 19:02:00,24.68852996826172 °C
2024-12-11 19:03:00,24.699020385742188 °C
2024-12-11 19:04:00,24.691200256347656 °C
2024-12-11 19:05:00,24.68109130859375 °C
2024-12-11 19:06:00,24.660682678222656 °C
2024-12-11 19:07:00,24.602127075195312 °C
2024-12-11 19:08:00,24.58019256591797 °C
2024-12-11 19:09:00,24.602508544921875 °C
2024-12-11 19:10:00,24.699783325195312 °C
2024-12-11 19:11:00,24.67517852783203 °C
2024-12-11 19:12:00,24.669647216796875 °C
2024-12-11 19:13:00,24.68395233154297 °C
2024-12-11 19:14:00,24.695205688476562 °C
2024-12-11 19:15:00,24.688339233398438 °C
2024-12-11 19:16:00,24.727249145507812 °C
2024-12-11 19:17:00,24.755096435546875 °C
2024-12-11 19:18:00,24.897384643554688 °C
2024-12-11 19:19:00,24.871444702148438 °C
2024-12-11 19:20:00,24.789047241210938 °C
2024-12-11 19:21:00,24.736976623535156 °C
2024-12-11 19:22:00,24.68109130859375 °C
2024-12-11 19:23:00,24.66754913330078 °C
2024-12-11 19:24:00,24.6734619140625 °C
2024-12-11 19:25:00,24.664306640625 °C
2024-12-11 19:26:00,24.65972900390625 °C
2024-12-11 19:27:00,24.64275360107422 °C
2024-12-11 19:28:00,24.599266052246094 °C
2024-12-11 19:29:00,24.60765838623047 °C
2024-12-11 19:30:00,24.621200561523438 °C
2024-12-11 19:31:00,24.599266052246094 °C
2024-12-11 19:32:00,24.593734741210938 °C
2024-12-11 19:33:00,24.563980102539062 °C
2024-12-11 19:34:00,24.56951141357422 °C
2024-12-11 19:35:00,24.637794494628906 °C
2024-12-11 19:36:00,24.613571166992188 °C
2024-12-11 19:37:00,24.611663818359375 °C
2024-12-11 19:38:00,24.582481384277344 °C
2024-12-11 19:39:00,24.605369567871094 °C
2024-12-11 19:40:00,24.57408905029297 °C
2024-12-11 19:41:00,24.612045288085938 °C
2024-12-11 19:42:00,24.597930908203125 °C
2024-12-11 19:43:00,24.55730438232422 °C
2024-12-11 19:44:00,24.577903747558594 °C
2024-12-11 19:45:00,24.607086181640625 °C
2024-12-11 19:46:00,24.577903747558594 °C
2024-12-11 19:47:00,24.554443359375 °C
2024-12-11 19:48:00,24.528884887695312 °C
2024-12-11 19:49:00,24.53289031982422 °C
2024-12-11 19:50:00,24.521255493164062 °C
2024-12-11 19:51:00,24.50695037841797 °C
2024-12-11 19:52:00,24.500465393066406 °C
2024-12-11 19:53:00,24.512100219726562 °C
2024-12-11 19:54:00,24.54204559326172 °C
2024-12-11 19:55:00,24.490928649902344 °C
2024-12-11 19:56:00,24.508285522460938 °C
2024-12-11 19:57:00,24.50408935546875 °C
2024-12-11 19:58:00,24.515724182128906 °C
2024-12-11 19:59:00,24.555397033691406 °C
2024-12-11 20:00:00,24.541282653808594 °C
2024-12-11 20:01:00,24.52259063720703 °C
2024-12-11 20:02:00,24.53289031982422 °C
2024-12-11 20:03:00,24.553489685058594 °C
2024-12-11 20:04:00,24.547195434570312 °C
2024-12-11 20:05:00,24.56645965576172 °C
2024-12-11 20:06:00,24.556922912597656 °C
2024-12-11 20:07:00,24.619483947753906 °C
2024-12-11 20:08:00,24.591636657714844 °C
2024-12-11 20:09:00,24.777984619140625 °C
2024-12-11 20:10:00,24.62482452392578 °C
2024-12-11 20:11:00,24.59392547607422 °C
2024-12-11 20:12:00,24.575424194335938 °C
2024-12-11 20:13:00,24.616622924804688 °C
2024-12-11 20:14:00,24.616622924804688 °C
2024-12-11 20:15:00,24.578285217285156 °C
2024-12-11 20:16:00,24.606704711914062 °C
2024-12-11 20:17:00,24.640846252441406 °C
2024-12-11 20:18:00,24.63226318359375 °C
2024-12-11 20:19:00,24.663352966308594 °C
2024-12-11 20:20:00,24.68700408935547 °C
2024-12-11 20:21:00,24.694061279296875 °C
2024-12-11 20:22:00,24.66888427734375 °C
2024-12-11 20:23:00,24.633026123046875 °C
2024-12-11 20:24:00,24.66869354248047 °C
2024-12-11 20:25:00,24.638748168945312 °C
2024-12-11 20:26:00,24.637222290039062 °C
2024-12-11 20:27:00,24.6002197265625 °C
2024-12-11 20:28:00,24.588775634765625 °C
2024-12-11 20:29:00,24.57141876220703 °C
2024-12-11 20:30:00,24.656105041503906 °C
2024-12-11 20:31:00,24.640464782714844 °C
2024-12-11 20:32:00,24.689865112304688 °C
2024-12-11 20:33:00,24.58648681640625 °C
2024-12-11 20:34:00,24.555397033691406 °C
2024-12-11 20:35:00,24.577713012695312 °C
2024-12-11 20:36:00,24.58782196044922 °C
2024-12-11 20:37:00,24.587059020996094 °C
2024-12-11 20:38:00,24.61719512939453 °C
2024-12-11 20:39:00,24.581146240234375 °C
2024-12-11 20:40:00,24.5880126953125 °C
2024-12-11 20:41:00,24.59850311279297 °C
2024-12-11 20:42:00,24.57141876220703 °C
2024-12-11 20:43:00,24.5330810546875 °C
2024-12-11 20:44:00,24.46575164794922 °C
2024-12-11 20:45:00,24.502944946289062 °C
2024-12-11 20:46:00,24.50237274169922 °C
2024-12-11 20:47:00,24.492454528808594 °C
2024-12-11 20:48:00,24.47185516357422 °C
2024-12-11 20:49:00,24.484634399414062 °C
2024-12-11 20:50:00,24.50733184814453 °C
2024-12-11 20:51:00,24.548912048339844 °C
2024-12-11 20:52:00,24.484634399414062 °C
2024-12-11 20:53:00,24.47986602783203 °C
2024-12-11 20:54:00,24.469947814941406 °C
2024-12-11 20:55:00,24.453353881835938 °C
2024-12-11 20:56:00,24.457168579101562 °C
2024-12-11 20:57:00,24.487876892089844 °C
2024-12-11 20:58:00,24.491310119628906 °C
2024-12-11 20:59:00,24.46441650390625 °C
2024-12-11 21:00:00,24.408721923828125 °C
2024-12-11 21:01:00,24.418258666992188 °C
2024-12-11 21:02:00,24.454307556152344 °C
2024-12-11 21:03:00,24.486923217773438 °C
2024-12-11 21:04:00,24.460220336914062 °C
2024-12-11 21:05:00,24.44019317626953 °C
2024-12-11 21:06:00,24.393653869628906 °C
2024-12-11 21:07:00,24.413108825683594 °C
2024-12-11 21:08:00,24.432945251464844 °C
2024-12-11 21:09:00,24.45220947265625 °C
2024-12-11 21:10:00,24.462509155273438 °C
2024-12-11 21:11:00,24.43561553955078 °C
2024-12-11 21:12:00,24.426841735839844 °C
2024-12-11 21:13:00,24.448394775390625 °C
2024-12-11 21:14:00,24.464797973632812 °C
2024-12-11 21:15:00,24.511146545410156 °C
2024-12-11 21:16:00,24.494552612304688 °C
2024-12-11 21:17:00,24.468612670898438 °C
2024-12-11 21:18:00,24.43103790283203 °C
2024-12-11 21:19:00,24.36237335205078 °C
2024-12-11 21:20:00,24.405479431152344 °C
2024-12-11 21:21:00,24.383926391601562 °C
2024-12-11 21:22:00,24.405479431152344 °C
2024-12-11 21:23:00,24.413108825683594 °C
2024-12-11 21:24:00,24.41539764404297 °C
2024-12-11 21:25:00,24.41082000732422 °C
2024-12-11 21:26:00,24.37763214111328 °C
2024-12-11 21:27:00,24.374961853027344 °C
2024-12-11 21:28:00,24.413299560546875 °C
2024-12-11 21:29:00,24.37572479248047 °C
2024-12-11 21:30:00,24.376296997070312 °C
2024-12-11 21:31:00,24.38068389892578 °C
2024-12-11 21:32:00,24.356460571289062 °C
2024-12-11 21:33:00,24.36695098876953 °C
2024-12-11 21:34:00,24.390792846679688 °C
2024-12-11 21:35:00,24.439620971679688 °C
2024-12-11 21:36:00,24.448394775390625 °C
2024-12-11 21:37:00,24.41883087158203 °C
2024-12-11 21:38:00,24.341583251953125 °C
2024-12-11 21:39:00,24.355697631835938 °C
2024-12-11 21:40:00,24.431419372558594 °C
2024-12-11 21:41:00,24.378585815429688 °C
2024-12-11 21:42:00,24.39727783203125 °C
2024-12-11 21:43:00,24.413681030273438 °C
2024-12-11 21:44:00,24.383926391601562 °C
2024-12-11 21:45:00,24.44286346435547 °C
2024-12-11 21:46:00,24.445724487304688 °C
2024-12-11 21:47:00,24.423789978027344 °C
2024-12-11 21:48:00,24.423789978027344 °C
2024-12-11 21:49:00,24.43981170654297 °C
2024-12-11 21:50:00,24.40319061279297 °C
2024-12-11 21:51:00,24.403762817382812 °C
2024-12-11 21:52:00,24.41425323486328 °C
2024-12-11 21:53:00,24.394989013671875 °C
2024-12-11 21:54:00,24.383163452148438 °C
2024-12-11 21:55:00,24.445724487304688 °C
2024-12-11 21:56:00,24.44934844970703 °C
2024-12-11 21:57:00,24.469566345214844 °C
2024-12-11 21:58:00,24.42646026611328 °C
2024-12-11 21:59:00,24.398040771484375 °C
2024-12-11 22:00:00,24.476242065429688 °C
2024-12-11 22:01:00,24.415969848632812 °C
2024-12-11 22:02:00,24.38678741455078 °C
2024-12-11 22:03:00,24.36199188232422 °C
2024-12-11 22:04:00,24.34864044189453 °C
2024-12-11 22:05:00,24.373435974121094 °C
2024-12-11 22:06:00,24.474525451660156 °C
2024-12-11 22:07:00,24.41997528076172 °C
2024-12-11 22:08:00,24.285125732421875 °C
2024-12-11 22:09:00,24.208450317382812 °C
2024-12-11 22:10:00,24.283790588378906 °C
2024-12-11 22:11:00,24.360084533691406 °C
2024-12-11 22:12:00,24.364852905273438 °C
2024-12-11 22:13:00,24.424171447753906 °C
2024-12-11 22:14:00,24.421119689941406 °C
2024-12-11 22:15:00,24.41864013671875 °C
2024-12-11 22:16:00,24.452972412109375 °C
2024-12-11 22:17:00,24.420166015625 °C
2024-12-11 22:18:00,24.356460571289062 °C
2024-12-11 22:19:00,24.26013946533203 °C
2024-12-11 22:20:00,24.265480041503906 °C
2024-12-11 22:21:00,24.296188354492188 °C
2024-12-11 22:22:00,24.245834350585938 °C
2024-12-11 22:23:00,24.268341064453125 °C
2024-12-11 22:24:00,24.267959594726562 °C
2024-12-11 22:25:00,24.273300170898438 °C
2024-12-11 22:26:00,24.291610717773438 °C
2024-12-11 22:27:00,24.1790771484375 °C
2024-12-11 22:28:00,24.160003662109375 °C
2024-12-11 22:29:00,24.1485595703125 °C
2024-12-11 22:30:00,24.378395080566406 °C
2024-12-11 22:31:00,24.538612365722656 °C
2024-12-11 22:32:00,24.486732482910156 °C
2024-12-11 22:33:00,24.477195739746094 °C
2024-12-11 22:34:00,24.440574645996094 °C
2024-12-11 22:35:00,24.41082000732422 °C
2024-12-11 22:36:00,24.46765899658203 °C
2024-12-11 22:37:00,24.460792541503906 °C
2024-12-11 22:38:00,24.54357147216797 °C
2024-12-11 22:39:00,24.591445922851562 °C
2024-12-11 22:40:00,24.637603759765625 °C
2024-12-11 22:41:00,24.651336669921875 °C
2024-12-11 22:42:00,24.596023559570312 °C
2024-12-11 22:43:00,24.592018127441406 °C
2024-12-11 22:44:00,24.536705017089844 °C
2024-12-11 22:45:00,24.518966674804688 °C
2024-12-11 22:46:00,24.520111083984375 °C
2024-12-11 22:47:00,24.524879455566406 °C
2024-12-11 22:48:00,24.535179138183594 °C
2024-12-11 22:49:00,24.497413635253906 °C
2024-12-11 22:50:00,24.47986602783203 °C
2024-12-11 22:51:00,24.454879760742188 °C
2024-12-11 22:52:00,24.480438232421875 °C
2024-12-11 22:53:00,24.492835998535156 °C
2024-12-11 22:54:00,24.506568908691406 °C
2024-12-11 22:55:00,24.573707580566406 °C
2024-12-11 22:56:00,24.54090118408203 °C
2024-12-11 22:57:00,24.61109161376953 °C
2024-12-11 22:58:00,24.55902099609375 °C
2024-12-11 22:59:00,24.561691284179688 °C
2024-12-11 23:00:00,24.808692932128906 °C
2024-12-11 23:01:00,24.763870239257812 °C
2024-12-11 23:02:00,24.79534149169922 °C
2024-12-11 23:03:00,24.666595458984375 °C
2024-12-11 23:04:00,24.590682983398438 °C
2024-12-11 23:05:00,24.495506286621094 °C
2024-12-11 23:06:00,24.515724182128906 °C
2024-12-11 23:07:00,24.47681427001953 °C
2024-12-11 23:08:00,24.38678741455078 °C
2024-12-11 23:09:00,24.352073669433594 °C
2024-12-11 23:10:00,24.418258666992188 °C
2024-12-11 23:11:00,24.40776824951172 °C
2024-12-11 23:12:00,24.37763214111328 °C
2024-12-11 23:13:00,24.34234619140625 °C
2024-12-11 23:14:00,24.34520721435547 °C
2024-12-11 23:15:00,24.351882934570312 °C
2024-12-11 23:16:00,24.3194580078125 °C
2024-12-11 23:17:00,24.32270050048828 °C
2024-12-11 23:18:00,24.35321807861328 °C
2024-12-11 23:19:00,24.3377685546875 °C
2024-12-11 23:20:00,24.3377685546875 °C
2024-12-11 23:21:00,24.410438537597656 °C
2024-12-11 23:22:00,24.376296997070312 °C
2024-12-11 23:23:00,24.429702758789062 °C
2024-12-11 23:24:00,24.395751953125 °C
2024-12-11 23:25:00,24.42779541015625 °C
2024-12-11 23:26:00,24.367141723632812 °C
2024-12-11 23:27:00,24.38812255859375 °C
2024-12-11 23:28:00,24.38812255859375 °C
2024-12-11 23:29:00,24.3377685546875 °C
2024-12-11 23:30:00,24.330520629882812 °C
