Time,Value
2024-11-30 02:57:00,24.02324676513672 °C
2024-11-30 02:58:00,24.04918670654297 °C
2024-11-30 02:59:00,24.085044860839844 °C
2024-11-30 03:00:00,24.069786071777344 °C
2024-11-30 03:01:00,24.0753173828125 °C
2024-11-30 03:02:00,24.04460906982422 °C
2024-11-30 03:03:00,24.03240203857422 °C
2024-11-30 03:04:00,24.031448364257812 °C
2024-11-30 03:05:00,24.031829833984375 °C
2024-11-30 03:06:00,24.037933349609375 °C
2024-11-30 03:07:00,24.018287658691406 °C
2024-11-30 03:08:00,24.041175842285156 °C
2024-11-30 03:09:00,24.092864990234375 °C
2024-11-30 03:10:00,24.07073974609375 °C
2024-11-30 03:11:00,24.088096618652344 °C
2024-11-30 03:12:00,24.110031127929688 °C
2024-11-30 03:13:00,24.072265625 °C
2024-11-30 03:14:00,24.06940460205078 °C
2024-11-30 03:15:00,24.10564422607422 °C
2024-11-30 03:16:00,24.127960205078125 °C
2024-11-30 03:17:00,24.082183837890625 °C
2024-11-30 03:18:00,24.056243896484375 °C
2024-11-30 03:19:00,24.060630798339844 °C
2024-11-30 03:20:00,24.050331115722656 °C
2024-11-30 03:21:00,24.081802368164062 °C
2024-11-30 03:22:00,24.08771514892578 °C
2024-11-30 03:23:00,24.119186401367188 °C
2024-11-30 03:24:00,24.134254455566406 °C
2024-11-30 03:25:00,24.123001098632812 °C
2024-11-30 03:26:00,24.10907745361328 °C
2024-11-30 03:27:00,24.120140075683594 °C
2024-11-30 03:28:00,24.151611328125 °C
2024-11-30 03:29:00,24.175071716308594 °C
2024-11-30 03:30:00,24.153518676757812 °C
2024-11-30 03:31:00,24.11022186279297 °C
2024-11-30 03:32:00,24.063491821289062 °C
2024-11-30 03:33:00,24.083709716796875 °C
2024-11-30 03:34:00,24.07989501953125 °C
2024-11-30 03:35:00,24.057579040527344 °C
2024-11-30 03:36:00,24.09496307373047 °C
2024-11-30 03:37:00,24.02973175048828 °C
2024-11-30 03:38:00,24.03564453125 °C
2024-11-30 03:39:00,24.069786071777344 °C
2024-11-30 03:40:00,23.999977111816406 °C
2024-11-30 03:41:00,24.036026000976562 °C
2024-11-30 03:42:00,24.01447296142578 °C
2024-11-30 03:43:00,24.02782440185547 °C
2024-11-30 03:44:00,23.995399475097656 °C
2024-11-30 03:45:00,24.024581909179688 °C
2024-11-30 03:46:00,23.964691162109375 °C
2024-11-30 03:47:00,23.9501953125 °C
2024-11-30 03:48:00,23.958778381347656 °C
2024-11-30 03:49:00,23.941993713378906 °C
2024-11-30 03:50:00,24.010467529296875 °C
2024-11-30 03:51:00,24.042892456054688 °C
2024-11-30 03:52:00,24.071311950683594 °C
2024-11-30 03:53:00,24.04918670654297 °C
2024-11-30 03:54:00,23.998641967773438 °C
2024-11-30 03:55:00,23.997116088867188 °C
2024-11-30 03:56:00,23.981094360351562 °C
2024-11-30 03:57:00,23.970603942871094 °C
2024-11-30 03:58:00,23.971939086914062 °C
2024-11-30 03:59:00,23.984718322753906 °C
2024-11-30 04:00:00,23.999404907226562 °C
2024-11-30 04:01:00,24.03240203857422 °C
2024-11-30 04:02:00,23.994064331054688 °C
2024-11-30 04:03:00,23.992156982421875 °C
2024-11-30 04:04:00,23.95782470703125 °C
2024-11-30 04:05:00,23.95782470703125 °C
2024-11-30 04:06:00,23.984336853027344 °C
2024-11-30 04:07:00,23.94237518310547 °C
2024-11-30 04:08:00,23.948287963867188 °C
2024-11-30 04:09:00,23.92730712890625 °C
2024-11-30 04:10:00,23.93627166748047 °C
2024-11-30 04:11:00,23.990821838378906 °C
2024-11-30 04:12:00,24.004173278808594 °C
2024-11-30 04:13:00,23.990440368652344 °C
2024-11-30 04:14:00,23.950958251953125 °C
2024-11-30 04:15:00,23.977088928222656 °C
2024-11-30 04:16:00,24.000930786132812 °C
2024-11-30 04:17:00,24.058914184570312 °C
2024-11-30 04:18:00,23.990440368652344 °C
2024-11-30 04:19:00,24.025535583496094 °C
2024-11-30 04:20:00,24.09191131591797 °C
2024-11-30 04:21:00,24.06024932861328 °C
2024-11-30 04:22:00,24.06768798828125 °C
2024-11-30 04:23:00,24.077224731445312 °C
2024-11-30 04:24:00,24.0753173828125 °C
2024-11-30 04:25:00,24.07398223876953 °C
2024-11-30 04:26:00,24.03278350830078 °C
2024-11-30 04:27:00,24.036026000976562 °C
2024-11-30 04:28:00,24.036407470703125 °C
2024-11-30 04:29:00,24.040985107421875 °C
2024-11-30 04:30:00,24.028778076171875 °C
2024-11-30 04:31:00,24.045181274414062 °C
2024-11-30 04:32:00,24.056625366210938 °C
2024-11-30 04:33:00,24.02820587158203 °C
2024-11-30 04:34:00,24.0264892578125 °C
2024-11-30 04:35:00,24.005508422851562 °C
2024-11-30 04:36:00,24.002647399902344 °C
2024-11-30 04:37:00,24.017715454101562 °C
2024-11-30 04:38:00,24.042510986328125 °C
2024-11-30 04:39:00,24.0203857421875 °C
2024-11-30 04:40:00,24.037551879882812 °C
2024-11-30 04:41:00,24.036026000976562 °C
2024-11-30 04:42:00,24.032974243164062 °C
2024-11-30 04:43:00,24.049758911132812 °C
2024-11-30 04:44:00,24.01275634765625 °C
2024-11-30 04:45:00,24.014663696289062 °C
2024-11-30 04:46:00,24.01275634765625 °C
2024-11-30 04:47:00,23.998069763183594 °C
2024-11-30 04:48:00,23.961448669433594 °C
2024-11-30 04:49:00,23.93054962158203 °C
2024-11-30 04:50:00,23.931884765625 °C
2024-11-30 04:51:00,23.943710327148438 °C
2024-11-30 04:52:00,23.937225341796875 °C
2024-11-30 04:53:00,23.89659881591797 °C
2024-11-30 04:54:00,23.88286590576172 °C
2024-11-30 04:55:00,23.919105529785156 °C
2024-11-30 04:56:00,23.96526336669922 °C
2024-11-30 04:57:00,23.98357391357422 °C
2024-11-30 04:58:00,23.96106719970703 °C
2024-11-30 04:59:00,23.961639404296875 °C
2024-11-30 05:00:00,23.944091796875 °C
2024-11-30 05:01:00,23.962783813476562 °C
2024-11-30 05:02:00,23.995018005371094 °C
2024-11-30 05:03:00,23.90155792236328 °C
2024-11-30 05:04:00,23.908424377441406 °C
2024-11-30 05:05:00,23.904800415039062 °C
2024-11-30 05:06:00,23.947715759277344 °C
2024-11-30 05:07:00,24.008750915527344 °C
2024-11-30 05:08:00,23.971939086914062 °C
2024-11-30 05:09:00,23.932647705078125 °C
2024-11-30 05:10:00,23.92730712890625 °C
2024-11-30 05:11:00,23.983001708984375 °C
2024-11-30 05:12:00,23.998451232910156 °C
2024-11-30 05:13:00,23.995399475097656 °C
2024-11-30 05:14:00,24.01275634765625 °C
2024-11-30 05:15:00,24.0447998046875 °C
2024-11-30 05:16:00,24.039840698242188 °C
2024-11-30 05:17:00,24.045562744140625 °C
2024-11-30 05:18:00,24.05567169189453 °C
2024-11-30 05:19:00,23.99768829345703 °C
2024-11-30 05:20:00,24.007225036621094 °C
2024-11-30 05:21:00,23.990249633789062 °C
2024-11-30 05:22:00,23.971176147460938 °C
2024-11-30 05:23:00,23.986244201660156 °C
2024-11-30 05:24:00,24.0570068359375 °C
2024-11-30 05:25:00,24.025535583496094 °C
2024-11-30 05:26:00,24.036407470703125 °C
2024-11-30 05:27:00,23.9593505859375 °C
2024-11-30 05:28:00,23.90308380126953 °C
2024-11-30 05:29:00,23.89068603515625 °C
2024-11-30 05:30:00,23.968887329101562 °C
2024-11-30 05:31:00,23.952293395996094 °C
2024-11-30 05:32:00,23.970603942871094 °C
2024-11-30 05:33:00,23.94695281982422 °C
2024-11-30 05:34:00,23.958396911621094 °C
2024-11-30 05:35:00,23.93360137939453 °C
2024-11-30 05:36:00,23.912620544433594 °C
2024-11-30 05:37:00,23.96068572998047 °C
2024-11-30 05:38:00,23.95915985107422 °C
2024-11-30 05:39:00,23.98700714111328 °C
2024-11-30 05:40:00,23.98700714111328 °C
2024-11-30 05:41:00,23.969650268554688 °C
2024-11-30 05:42:00,23.978805541992188 °C
2024-11-30 05:43:00,23.93321990966797 °C
2024-11-30 05:44:00,23.960494995117188 °C
2024-11-30 05:45:00,23.988914489746094 °C
2024-11-30 05:46:00,23.96984100341797 °C
2024-11-30 05:47:00,23.928260803222656 °C
2024-11-30 05:48:00,23.91986846923828 °C
2024-11-30 05:49:00,23.923110961914062 °C
2024-11-30 05:50:00,23.908615112304688 °C
2024-11-30 05:51:00,23.914337158203125 °C
2024-11-30 05:52:00,23.920822143554688 °C
2024-11-30 05:53:00,23.92730712890625 °C
2024-11-30 05:54:00,23.897933959960938 °C
2024-11-30 05:55:00,23.921775817871094 °C
2024-11-30 05:56:00,23.928260803222656 °C
2024-11-30 05:57:00,23.9227294921875 °C
2024-11-30 05:58:00,23.87104034423828 °C
2024-11-30 05:59:00,23.901748657226562 °C
2024-11-30 06:00:00,23.95000457763672 °C
2024-11-30 06:01:00,23.924827575683594 °C
2024-11-30 06:02:00,23.93512725830078 °C
2024-11-30 06:03:00,23.993873596191406 °C
2024-11-30 06:04:00,23.96984100341797 °C
2024-11-30 06:05:00,23.975372314453125 °C
2024-11-30 06:06:00,24.00989532470703 °C
2024-11-30 06:07:00,23.980331420898438 °C
2024-11-30 06:08:00,23.941421508789062 °C
2024-11-30 06:09:00,23.949623107910156 °C
2024-11-30 06:10:00,23.970794677734375 °C
2024-11-30 06:11:00,23.9715576171875 °C
2024-11-30 06:12:00,24.010086059570312 °C
2024-11-30 06:13:00,23.994827270507812 °C
2024-11-30 06:14:00,23.934173583984375 °C
2024-11-30 06:15:00,23.95191192626953 °C
2024-11-30 06:16:00,23.944091796875 °C
2024-11-30 06:17:00,23.925018310546875 °C
2024-11-30 06:18:00,23.932838439941406 °C
2024-11-30 06:19:00,23.93321990966797 °C
2024-11-30 06:20:00,23.956871032714844 °C
2024-11-30 06:21:00,23.974227905273438 °C
2024-11-30 06:22:00,23.96240234375 °C
2024-11-30 06:23:00,23.96984100341797 °C
2024-11-30 06:24:00,23.955535888671875 °C
2024-11-30 06:25:00,23.964309692382812 °C
2024-11-30 06:26:00,23.943328857421875 °C
2024-11-30 06:27:00,23.909759521484375 °C
2024-11-30 06:28:00,23.921775817871094 °C
2024-11-30 06:29:00,23.906326293945312 °C
2024-11-30 06:30:00,23.900604248046875 °C
2024-11-30 06:31:00,23.909950256347656 °C
2024-11-30 06:32:00,23.96068572998047 °C
2024-11-30 06:33:00,23.94733428955078 °C
2024-11-30 06:34:00,23.953628540039062 °C
2024-11-30 06:35:00,23.92597198486328 °C
2024-11-30 06:36:00,23.917579650878906 °C
2024-11-30 06:37:00,23.902130126953125 °C
2024-11-30 06:38:00,23.891639709472656 °C
2024-11-30 06:39:00,23.934555053710938 °C
2024-11-30 06:40:00,23.867225646972656 °C
2024-11-30 06:41:00,23.886489868164062 °C
2024-11-30 06:42:00,23.90613555908203 °C
2024-11-30 06:43:00,23.926734924316406 °C
2024-11-30 06:44:00,23.9349365234375 °C
2024-11-30 06:45:00,23.91357421875 °C
2024-11-30 06:46:00,23.958206176757812 °C
2024-11-30 06:47:00,23.962974548339844 °C
2024-11-30 06:48:00,23.966598510742188 °C
2024-11-30 06:49:00,23.96526336669922 °C
2024-11-30 06:50:00,23.977088928222656 °C
2024-11-30 06:51:00,23.95000457763672 °C
2024-11-30 06:52:00,23.933982849121094 °C
2024-11-30 06:53:00,23.944664001464844 °C
2024-11-30 06:54:00,23.900222778320312 °C
2024-11-30 06:55:00,23.960494995117188 °C
2024-11-30 06:56:00,23.928070068359375 °C
2024-11-30 06:57:00,23.9227294921875 °C
2024-11-30 06:58:00,23.88153076171875 °C
2024-11-30 06:59:00,23.895263671875 °C
2024-11-30 07:00:00,23.929405212402344 °C
2024-11-30 07:01:00,23.882484436035156 °C
2024-11-30 07:02:00,23.859596252441406 °C
2024-11-30 07:03:00,23.89373779296875 °C
2024-11-30 07:04:00,23.949241638183594 °C
2024-11-30 07:05:00,23.91223907470703 °C
2024-11-30 07:06:00,23.913002014160156 °C
2024-11-30 07:07:00,23.93321990966797 °C
2024-11-30 07:08:00,23.969650268554688 °C
2024-11-30 07:09:00,24.004554748535156 °C
2024-11-30 07:10:00,23.97613525390625 °C
2024-11-30 07:11:00,23.91490936279297 °C
2024-11-30 07:12:00,23.950576782226562 °C
2024-11-30 07:13:00,23.967552185058594 °C
2024-11-30 07:14:00,23.967552185058594 °C
2024-11-30 07:15:00,23.9501953125 °C
2024-11-30 07:16:00,23.978424072265625 °C
2024-11-30 07:17:00,23.94237518310547 °C
2024-11-30 07:18:00,23.94084930419922 °C
2024-11-30 07:19:00,23.935890197753906 °C
2024-11-30 07:20:00,23.97937774658203 °C
2024-11-30 07:21:00,23.97022247314453 °C
2024-11-30 07:22:00,23.962783813476562 °C
2024-11-30 07:23:00,23.971176147460938 °C
2024-11-30 07:24:00,23.901748657226562 °C
2024-11-30 07:25:00,23.895645141601562 °C
2024-11-30 07:26:00,23.902130126953125 °C
2024-11-30 07:27:00,23.928070068359375 °C
2024-11-30 07:28:00,23.985862731933594 °C
2024-11-30 07:29:00,23.918914794921875 °C
2024-11-30 07:30:00,23.892974853515625 °C
2024-11-30 07:31:00,23.905372619628906 °C
2024-11-30 07:32:00,23.969650268554688 °C
2024-11-30 07:33:00,23.958396911621094 °C
2024-11-30 07:34:00,23.925018310546875 °C
2024-11-30 07:35:00,23.935890197753906 °C
2024-11-30 07:36:00,23.953819274902344 °C
2024-11-30 07:37:00,23.969268798828125 °C
2024-11-30 07:38:00,23.96240234375 °C
2024-11-30 07:39:00,23.955535888671875 °C
2024-11-30 07:40:00,23.94237518310547 °C
2024-11-30 07:41:00,23.947715759277344 °C
2024-11-30 07:42:00,23.980140686035156 °C
2024-11-30 07:43:00,23.970603942871094 °C
2024-11-30 07:44:00,23.95610809326172 °C
2024-11-30 07:45:00,23.999977111816406 °C
2024-11-30 07:46:00,23.985862731933594 °C
2024-11-30 07:47:00,24.01447296142578 °C
2024-11-30 07:48:00,23.989295959472656 °C
2024-11-30 07:49:00,23.98700714111328 °C
2024-11-30 07:50:00,23.987197875976562 °C
2024-11-30 07:51:00,23.975181579589844 °C
2024-11-30 07:52:00,24.003219604492188 °C
2024-11-30 07:53:00,24.010086059570312 °C
2024-11-30 07:54:00,24.015426635742188 °C
2024-11-30 07:55:00,23.998069763183594 °C
2024-11-30 07:56:00,24.022865295410156 °C
2024-11-30 07:57:00,24.032974243164062 °C
2024-11-30 07:58:00,24.06158447265625 °C
2024-11-30 07:59:00,24.05109405517578 °C
2024-11-30 08:00:00,24.040603637695312 °C
2024-11-30 08:01:00,24.074363708496094 °C
2024-11-30 08:02:00,24.09191131591797 °C
2024-11-30 08:03:00,24.09191131591797 °C
2024-11-30 08:04:00,24.115562438964844 °C
2024-11-30 08:05:00,24.144935607910156 °C
2024-11-30 08:06:00,24.147605895996094 °C
2024-11-30 08:07:00,24.18365478515625 °C
2024-11-30 08:08:00,24.23114776611328 °C
2024-11-30 08:09:00,24.216651916503906 °C
2024-11-30 08:10:00,24.210166931152344 °C
2024-11-30 08:11:00,24.254608154296875 °C
2024-11-30 08:12:00,24.26910400390625 °C
2024-11-30 08:13:00,24.272918701171875 °C
2024-11-30 08:14:00,24.24907684326172 °C
2024-11-30 08:15:00,24.230003356933594 °C
2024-11-30 08:16:00,24.291610717773438 °C
2024-11-30 08:17:00,24.34825897216797 °C
2024-11-30 08:18:00,24.40357208251953 °C
2024-11-30 08:19:00,24.515724182128906 °C
2024-11-30 08:20:00,24.73926544189453 °C
2024-11-30 08:21:00,25.009727478027344 °C
2024-11-30 08:22:00,25.28095245361328 °C
2024-11-30 08:23:00,25.53234100341797 °C
2024-11-30 08:24:00,25.682449340820312 °C
2024-11-30 08:25:00,25.96569061279297 °C
2024-11-30 08:26:00,26.157379150390625 °C
2024-11-30 08:27:00,26.347923278808594 °C
2024-11-30 08:28:00,26.578330993652344 °C
2024-11-30 08:29:00,26.810646057128906 °C
2024-11-30 08:30:00,27.05078125 °C
2024-11-30 08:31:00,27.20050811767578 °C
2024-11-30 08:32:00,27.300643920898438 °C
2024-11-30 08:33:00,27.419471740722656 °C
2024-11-30 08:34:00,27.450942993164062 °C
2024-11-30 08:35:00,27.63042449951172 °C
2024-11-30 08:36:00,27.742767333984375 °C
2024-11-30 08:37:00,27.834129333496094 °C
2024-11-30 08:38:00,27.90241241455078 °C
2024-11-30 08:39:00,28.10039520263672 °C
2024-11-30 08:40:00,28.0120849609375 °C
2024-11-30 08:41:00,27.96630859375 °C
2024-11-30 08:42:00,28.086090087890625 °C
2024-11-30 08:43:00,28.200531005859375 °C
2024-11-30 08:44:00,28.18622589111328 °C
2024-11-30 08:45:00,28.305625915527344 °C
2024-11-30 08:46:00,28.319358825683594 °C
2024-11-30 08:47:00,28.325843811035156 °C
2024-11-30 08:48:00,28.325843811035156 °C
2024-11-30 08:49:00,28.288650512695312 °C
2024-11-30 08:50:00,28.384780883789062 °C
2024-11-30 08:51:00,28.499412536621094 °C
2024-11-30 08:52:00,28.521347045898438 °C
2024-11-30 08:53:00,28.6041259765625 °C
2024-11-30 08:54:00,28.61919403076172 °C
2024-11-30 08:55:00,28.714752197265625 °C
2024-11-30 08:56:00,28.822708129882812 °C
2024-11-30 08:57:00,28.794288635253906 °C
2024-11-30 08:58:00,28.85608673095703 °C
2024-11-30 08:59:00,28.768348693847656 °C
2024-11-30 09:00:00,28.499794006347656 °C
2024-11-30 09:01:00,28.30333709716797 °C
2024-11-30 09:02:00,28.139305114746094 °C
2024-11-30 09:03:00,28.008460998535156 °C
2024-11-30 09:04:00,27.98786163330078 °C
2024-11-30 09:05:00,27.9541015625 °C
2024-11-30 09:06:00,28.041839599609375 °C
2024-11-30 09:07:00,28.40251922607422 °C
2024-11-30 09:08:00,28.690528869628906 °C
2024-11-30 09:09:00,28.833580017089844 °C
2024-11-30 09:10:00,28.824424743652344 °C
2024-11-30 09:11:00,28.841781616210938 °C
2024-11-30 09:12:00,28.89251708984375 °C
2024-11-30 09:13:00,28.87897491455078 °C
2024-11-30 09:14:00,28.967666625976562 °C
2024-11-30 09:15:00,29.04815673828125 °C
2024-11-30 09:16:00,29.00829315185547 °C
2024-11-30 09:17:00,28.93524169921875 °C
2024-11-30 09:18:00,28.984451293945312 °C
2024-11-30 09:19:00,29.023361206054688 °C
2024-11-30 09:20:00,29.030799865722656 °C
2024-11-30 09:21:00,29.028892517089844 °C
2024-11-30 09:22:00,29.100990295410156 °C
2024-11-30 09:23:00,29.124832153320312 °C
2024-11-30 09:24:00,29.10938262939453 °C
2024-11-30 09:25:00,29.145050048828125 °C
2024-11-30 09:26:00,29.22649383544922 °C
2024-11-30 09:27:00,29.27093505859375 °C
2024-11-30 09:28:00,29.210662841796875 °C
2024-11-30 09:29:00,29.153823852539062 °C
2024-11-30 09:30:00,29.230117797851562 °C
2024-11-30 09:31:00,29.41455841064453 °C
2024-11-30 09:32:00,29.469680786132812 °C
2024-11-30 09:33:00,29.494857788085938 °C
2024-11-30 09:34:00,29.623031616210938 °C
2024-11-30 09:35:00,29.54578399658203 °C
2024-11-30 09:36:00,29.574966430664062 °C
2024-11-30 09:37:00,29.540634155273438 °C
2024-11-30 09:38:00,29.44965362548828 °C
2024-11-30 09:39:00,29.62627410888672 °C
2024-11-30 09:40:00,29.668617248535156 °C
2024-11-30 09:41:00,29.674530029296875 °C
2024-11-30 09:42:00,29.898643493652344 °C
2024-11-30 09:43:00,30.019760131835938 °C
2024-11-30 09:44:00,30.040931701660156 °C
2024-11-30 09:45:00,29.994583129882812 °C
2024-11-30 09:46:00,30.0262451171875 °C
2024-11-30 09:47:00,30.03406524658203 °C
2024-11-30 09:48:00,30.05809783935547 °C
2024-11-30 09:49:00,30.124473571777344 °C
2024-11-30 09:50:00,30.167007446289062 °C
2024-11-30 09:51:00,30.309677124023438 °C
2024-11-30 09:52:00,30.085182189941406 °C
2024-11-30 09:53:00,30.19275665283203 °C
2024-11-30 09:54:00,30.181121826171875 °C
2024-11-30 09:55:00,30.1025390625 °C
2024-11-30 09:56:00,29.86125946044922 °C
2024-11-30 09:57:00,29.38098907470703 °C
2024-11-30 09:58:00,28.98578643798828 °C
2024-11-30 09:59:00,28.617477416992188 °C
2024-11-30 10:00:00,28.203201293945312 °C
2024-11-30 10:01:00,27.854347229003906 °C
2024-11-30 10:02:00,27.53124237060547 °C
2024-11-30 10:03:00,27.15320587158203 °C
2024-11-30 10:04:00,26.92737579345703 °C
2024-11-30 10:05:00,26.702880859375 °C
2024-11-30 10:06:00,26.65882110595703 °C
2024-11-30 10:07:00,26.523208618164062 °C
2024-11-30 10:08:00,26.48754119873047 °C
2024-11-30 10:09:00,26.479148864746094 °C
2024-11-30 10:10:00,26.42974853515625 °C
2024-11-30 10:11:00,26.401138305664062 °C
2024-11-30 10:12:00,26.413345336914062 °C
2024-11-30 10:13:00,26.311492919921875 °C
2024-11-30 10:14:00,26.35021209716797 °C
2024-11-30 10:15:00,26.369476318359375 °C
2024-11-30 10:16:00,26.34429931640625 °C
2024-11-30 10:17:00,26.275253295898438 °C
2024-11-30 10:18:00,26.30596160888672 °C
2024-11-30 10:19:00,26.231002807617188 °C
2024-11-30 10:20:00,26.228713989257812 °C
2024-11-30 10:21:00,26.23424530029297 °C
2024-11-30 10:22:00,26.23424530029297 °C
2024-11-30 10:23:00,26.145553588867188 °C
2024-11-30 10:24:00,26.20849609375 °C
2024-11-30 10:25:00,26.2542724609375 °C
2024-11-30 10:26:00,26.287078857421875 °C
2024-11-30 10:27:00,26.26514434814453 °C
2024-11-30 10:28:00,26.212120056152344 °C
2024-11-30 10:29:00,26.113319396972656 °C
2024-11-30 10:30:00,26.19953155517578 °C
2024-11-30 10:31:00,26.247024536132812 °C
2024-11-30 10:32:00,26.33838653564453 °C
2024-11-30 10:33:00,26.267623901367188 °C
2024-11-30 10:34:00,26.372718811035156 °C
2024-11-30 10:35:00,26.4068603515625 °C
2024-11-30 10:36:00,26.251983642578125 °C
2024-11-30 10:37:00,26.397323608398438 °C
2024-11-30 10:38:00,26.445960998535156 °C
2024-11-30 10:39:00,26.414871215820312 °C
2024-11-30 10:40:00,26.37042999267578 °C
2024-11-30 10:41:00,26.3397216796875 °C
2024-11-30 10:42:00,26.376914978027344 °C
2024-11-30 10:43:00,26.40514373779297 °C
2024-11-30 10:44:00,26.342391967773438 °C
2024-11-30 10:45:00,26.298141479492188 °C
2024-11-30 10:46:00,26.37767791748047 °C
2024-11-30 10:47:00,26.32884979248047 °C
2024-11-30 10:48:00,26.38378143310547 °C
2024-11-30 10:49:00,26.334190368652344 °C
2024-11-30 10:50:00,26.27582550048828 °C
2024-11-30 10:51:00,26.20983123779297 °C
2024-11-30 10:52:00,26.169204711914062 °C
2024-11-30 10:53:00,26.256561279296875 °C
2024-11-30 10:54:00,26.26972198486328 °C
2024-11-30 10:55:00,26.183319091796875 °C
2024-11-30 10:56:00,26.137351989746094 °C
2024-11-30 10:57:00,26.15642547607422 °C
2024-11-30 10:58:00,26.244544982910156 °C
2024-11-30 10:59:00,26.272010803222656 °C
2024-11-30 11:00:00,26.250267028808594 °C
2024-11-30 11:01:00,26.265335083007812 °C
2024-11-30 11:02:00,26.239585876464844 °C
2024-11-30 11:03:00,26.201629638671875 °C
2024-11-30 11:04:00,26.16291046142578 °C
2024-11-30 11:05:00,26.212692260742188 °C
2024-11-30 11:06:00,26.151275634765625 °C
2024-11-30 11:07:00,26.102447509765625 °C
2024-11-30 11:08:00,26.070594787597656 °C
2024-11-30 11:09:00,26.19762420654297 °C
2024-11-30 11:10:00,26.29261016845703 °C
2024-11-30 11:11:00,26.200294494628906 °C
2024-11-30 11:12:00,26.271629333496094 °C
2024-11-30 11:13:00,26.360702514648438 °C
2024-11-30 11:14:00,26.27391815185547 °C
2024-11-30 11:15:00,26.214981079101562 °C
2024-11-30 11:16:00,26.369476318359375 °C
2024-11-30 11:17:00,26.408004760742188 °C
2024-11-30 11:18:00,26.59454345703125 °C
2024-11-30 11:19:00,26.504898071289062 °C
2024-11-30 11:20:00,26.429367065429688 °C
2024-11-30 11:21:00,26.37500762939453 °C
2024-11-30 11:22:00,26.391029357910156 °C
2024-11-30 11:23:00,26.41143798828125 °C
2024-11-30 11:24:00,26.348876953125 °C
2024-11-30 11:25:00,26.314163208007812 °C
2024-11-30 11:26:00,26.336669921875 °C
2024-11-30 11:27:00,26.387405395507812 °C
2024-11-30 11:28:00,26.351547241210938 °C
2024-11-30 11:29:00,26.366615295410156 °C
2024-11-30 11:30:00,26.37958526611328 °C
2024-11-30 11:31:00,26.29680633544922 °C
2024-11-30 11:32:00,26.27716064453125 °C
2024-11-30 11:33:00,26.224899291992188 °C
2024-11-30 11:34:00,26.216697692871094 °C
2024-11-30 11:35:00,26.187515258789062 °C
2024-11-30 11:36:00,26.12590789794922 °C
2024-11-30 11:37:00,26.076316833496094 °C
2024-11-30 11:38:00,26.105308532714844 °C
2024-11-30 11:39:00,26.100540161132812 °C
2024-11-30 11:40:00,26.14269256591797 °C
2024-11-30 11:41:00,26.11255645751953 °C
2024-11-30 11:42:00,26.14727020263672 °C
2024-11-30 11:43:00,26.115798950195312 °C
2024-11-30 11:44:00,26.087379455566406 °C
2024-11-30 11:45:00,26.134872436523438 °C
2024-11-30 11:46:00,26.170730590820312 °C
2024-11-30 11:47:00,26.15509033203125 °C
2024-11-30 11:48:00,26.1810302734375 °C
2024-11-30 11:49:00,26.181983947753906 °C
2024-11-30 11:50:00,26.203536987304688 °C
2024-11-30 11:51:00,26.151466369628906 °C
2024-11-30 11:52:00,26.18122100830078 °C
2024-11-30 11:53:00,26.17931365966797 °C
2024-11-30 11:54:00,26.141357421875 °C
2024-11-30 11:55:00,26.158714294433594 °C
2024-11-30 11:56:00,26.158714294433594 °C
2024-11-30 11:57:00,26.173782348632812 °C
2024-11-30 11:58:00,26.180648803710938 °C
2024-11-30 11:59:00,26.208877563476562 °C
2024-11-30 12:00:00,26.19152069091797 °C
2024-11-30 12:01:00,26.136398315429688 °C
2024-11-30 12:02:00,26.14593505859375 °C
2024-11-30 12:03:00,26.210784912109375 °C
2024-11-30 12:04:00,26.229476928710938 °C
2024-11-30 12:05:00,26.241493225097656 °C
2024-11-30 12:06:00,26.229476928710938 °C
2024-11-30 12:07:00,26.263999938964844 °C
2024-11-30 12:08:00,26.31702423095703 °C
2024-11-30 12:09:00,26.35974884033203 °C
2024-11-30 12:10:00,26.36260986328125 °C
2024-11-30 12:11:00,26.285362243652344 °C
2024-11-30 12:12:00,26.28765106201172 °C
2024-11-30 12:13:00,26.30634307861328 °C
2024-11-30 12:14:00,26.265716552734375 °C
2024-11-30 12:15:00,26.309585571289062 °C
2024-11-30 12:16:00,26.288986206054688 °C
2024-11-30 12:17:00,26.308250427246094 °C
2024-11-30 12:18:00,26.380348205566406 °C
2024-11-30 12:19:00,26.428794860839844 °C
2024-11-30 12:20:00,26.43585205078125 °C
2024-11-30 12:21:00,26.4068603515625 °C
2024-11-30 12:22:00,26.491928100585938 °C
2024-11-30 12:23:00,26.50470733642578 °C
2024-11-30 12:24:00,26.46636962890625 °C
2024-11-30 12:25:00,26.412010192871094 °C
2024-11-30 12:26:00,26.442527770996094 °C
2024-11-30 12:27:00,26.436805725097656 °C
2024-11-30 12:28:00,26.496124267578125 °C
2024-11-30 12:29:00,26.5106201171875 °C
2024-11-30 12:30:00,26.51348114013672 °C
2024-11-30 12:31:00,26.450729370117188 °C
2024-11-30 12:32:00,26.42993927001953 °C
2024-11-30 12:33:00,26.43585205078125 °C
2024-11-30 12:34:00,26.480674743652344 °C
2024-11-30 12:35:00,26.53961181640625 °C
2024-11-30 12:36:00,26.590347290039062 °C
2024-11-30 12:37:00,26.543617248535156 °C
2024-11-30 12:38:00,26.500320434570312 °C
2024-11-30 12:39:00,26.534080505371094 °C
2024-11-30 12:40:00,26.54132843017578 °C
